answer_id,answer,course,year,attachments_files
623076,"That's a very broad question and really depends on the background you have. Let's say, if you're a data analyst, then you probably learn things differently from a software engineer. Or if you don’t come from an IT background, you probably want to take a different approach. So it really depends on your background. For me, what was helpful is the course on Coursera by Andrew Ng. It’s very old – from around 2012. This was one of the first courses I took. 
Another thing that helped me was Kaggle. Of course, the current course is based on my book Machine Learning Bookcamp. I hope that at some point, somebody will say that this is a must-have resource for a beginner in machine learning and AI. I'm a bit biased here, of course. I might say that it is, but I don't know if it's necessarily true. I'll leave this up to you to decide whether that's the case or not.",Machine Learning Zoomcamp,2021,
169051,"Flask is – let me draw it. Let's say you want to create a web service. [image 5] The web service gets some requests and then the web service responds with something. It could be predictions, it could be something else – it doesn't have to be related to machine learning. To implement such a web service, you can use Flask, you can use FastAPI, you can use any other framework for creating web services. Here, I use Flask. You can use something else – up to you. But Flask just allows you to do that. 
When to use POST? For example, let's say for “get,” you usually parse your parameters of a query. Let's say if we go to Google and put in “test,” you see that this q=test (https://www.google.com/search?q=test&oq=test&aqs=chrome.0.69i59l2j69i65l3j69i60j69i61l2.1264j0j1&sourceid=chrome&ie=UTF-8). [image 6] This is a parameter that we pass through a “get” request (this is a “get” request). But sometimes, let's say if you want to score your customer, then you don't want to put here that gender=female, contract=one year, and so on in the string. Then you send JSON in POST. So in POST, you can also add some body into your request. This is when you generally use post. 
General use case of Flask is to be able to create a web service.",Machine Learning Zoomcamp,2021,"567302_qa2_ml_zoomcamp_office_hours__week_5_pic5.jpg,567302_qa2_ml_zoomcamp_office_hours__week_5_pic6.jpg"
145810,"Ankush
No, I don't think that's the focus of the course. I think the focus of the course is to learn data engineering basics, and to learn how to develop software in Kafka and Spark. We might cover some test cases, yes. But we will not be an extensive writing good unit test cases course",Data Engineering Zoomcamp,2022,
449040,"Sejal
I wanted to address this based on some feedback we've received on the course that we have scoped around. Terraform is particularly DevOps-based technology. Because data engineering has a close overlap with DevOps in terms of building the infrastructure stuff, this is why we also introduced Terraform more as an extra, in order to use it. This is how we designed our course. We did not scope it in a way where we are covering the basics of Terraform. That was not the intention. It was more like a part of the week 1 prerequisites, where we are using Terraform in order to build our infrastructure so that we can focus on the more core parts of data engineering. To answer this question, I would say that for a junior DE, maybe it is not as important, in my opinion. Maybe a Terraform Associate Certificate is something that you can ask whether your current job or your company is requiring you to do it – if you're heavily focused on infrastructure work. Otherwise, I would just say to just learn the basics of Terraform if Terraform is really required at your job in order to build the infrastructure stuff.",Data Engineering Zoomcamp,2022,
193489,"Alexey
Well, I guess if you want to do a dashboard, then you will have some aggregates. I have a hard time trying to imagine a dataset that you can just take in raw form and put it into a dashboard. Maybe if it's already grouped (if it's already aggregated), but then it's probably a very small dataset and that's not suitable for this course. Then I think you should maybe select a reasonably big dataset that does require transformation. But if you're in doubt, just ask in Slack. I really don't know what kind of dataset you can just put on the dashboard without any transformations. 
Ankush
Yeah, some minimum transformations would be required. 
Alexey
Some counts, some group-bys, maybe joins.
Ankush
Exactly. I think it's better to choose a dataset that will allow you to do all that.",Data Engineering Zoomcamp,2022,
800512,"I will tell you that you're really missing out if you're not doing the deployment step, because this is one of the most important steps in a machine learning project. If you train a model, and you finish with this –you have your notebook with a pickle file – this model is useless. Nobody can use this model or you have to rely on somebody else – you will need to give this model to somebody else and say, “Hey, can you please deploy this model?” And they will reply “Yeah, but maybe next year. This year, I'm busy with my stuff. Sorry.” So I think the ability to be able to deploy a model is one of the most important skills you can have. I do suggest, maybe not for this midterm project, but in general – if you're serious about data science, I think you should learn Docker, you should learn Flask, you should learn some of these tools. They will be very useful for you. So please do this. 
To actually answer your question – you couldn't finish this, maybe you didn't have enough time. That's understandable because this is complex. I understand that. Especially if you're doing it for the first time and all this Docker stuff is new to you. Will it be sufficient to pass the midterm project? I do not know yet because I want to first look at the distribution of scores. Let's say a lot of people, for example, 90% of people submitted a midterm project and didn't have this step, then I'm not sure if it's okay to say it's not adequate. Basically, I want to decide on the threshold for passing the project after seeing the scores. Probably it will be better if I do it then. 
That said – I strongly encourage you to do this. You still have a couple of days. There is a good tutorial from Ninat in Slack, where he shows how you can use Google Cloud Shell for doing Docker stuff. You don't even need to install Docker on your computer. You can use your Gmail account, your Google account, to do this stuff. Take some time, go through these tutorials, and you still have two days. I think you'll be able to do this. If you're still training the model, stop doing this and try to do deployment, please. You will be grateful when you learn how to do this.",Machine Learning Zoomcamp,2021,
270018,"Sejal
The official Airflow setup, like I mentioned, the documentation is quite overwhelming, because they have decided to provide at the default level all the services that are required for a multi-node setup. Now, the workshop that we have is using a single machine. A multi-node setup which is more compatible with scalable clusters, for example, is not suitable for a single-machine configuration, especially if you are just working on something like an 8GB RAM. 
This is also why I made the recent announcements and created the no frills version, where we removed unnecessary services such as the Redis queue, which enables a multi-node setup, also the triggerer, workers etc. Only the main things that are required are actually the scheduler, the executor which is not a threaded executor or multi-node executor, but instead a single-node executor, which is a local executor. Along with that, the web server if you want to use a GUI-based platform for Airflow. So this is why your RAM and CPU usage is conserved and this is why it worked for you.
Alexey
When it comes to this smaller version of Airflow, if you have problems with it, like I do, maybe it's worth trying to give it a try and run it on a cloud virtual machine. This is where I don't have any problems with this. I see other questions about Airflow being a memory-intensive resource. The best way I solved it, for me personally, is using a cloud virtual machine. On my Windows computer, with my Chrome open at the same time, it's not ideal. You have to choose either Chrome or Docker Compose with Airflow. Chrome is quite useful so that's why I opted to do it on a virtual machine. So maybe it'll work out for you as well.
Ankush
Looks like it's time to buy a new machine.
Alexey
Yeah, I just did. I think I bought this computer something like a couple of months ago and it's already like this. But I blame Chrome. I don't know, no matter how good your computer is, the moment you open a couple of tabs in Chrome, it just says, “Okay, there is some RAM. Let me take it.” And then there is not much left for the rest of the processes.",Data Engineering Zoomcamp,2022,
742537,"Alexey
For the homework, you need “for hire vehicles data” only for 2020, but for the lectures (to follow along with the material) Ankush uses 2019 and 2020 “yellow taxi” data. So to be able to follow along with the videos. To execute the same queries, you need “yellow taxi” data for these two years, but for the homework it’s only 2020. You wanted to mention “green taxi” data, Victoria?
Victoria
Yeah. Do you think they'll need 2019 and 2020? As long as they have some green tax data, their project will work.
Alexey
We're now talking about week 4 – about analytics engineering – because we also use some green data there. In the homework solution, I show you how to upload “green taxi” data as well. This is quite a small change, so if you already know how to upload “yellow taxi” data, you will just need to change a few lines of code. Basically, you just find/replace “yellow” to “green” and that's pretty much it, because the URLs have the same pattern. But this is for week 4.
Victoria
To summarize, by week four, you should have the “yellow taxi” data for 2019 and 2020 that you use for the videos to follow Ankush. 
Alexey
For “for hire vehicles” there are two options – one is high volume, the other is low volume. So we need “for hire vehicles” not “high volume”.
Victoria
“For hire vehicles” = 2019. And then you can use the same to get green taxes data for 2019 and 2020 to be able to do week 4.",Data Engineering Zoomcamp,2022,
196917,"Maybe I will. I don't know. Actually, I started to like Windows, because editing videos on Linux is terrible. On Windows, it's much easier. And a bunch of other stuff. When it comes to development, I don't think there's anything better than Linux. But when it comes to other simple day-to-day stuff, like editing a video or editing an image, then I don't think Linux is the best environment for that.",Machine Learning Zoomcamp,2021,
322444,"I think people have good intentions. I don't think somebody will intentionally give you a bad score. If somebody wants to intentionally give bad scores, please don't. Because why would you do this? Seriously, please don't. We're here to learn. If somebody's giving their best and you see that, we will have a matrix that you can use for evaluating. Just give the score the person deserves. I don't have a link with me, but Coursera actually did some research on peer reviewing and they found that peer reviews actually work quite well. People don't give bad scores just for the sake of it. Another reason why we have three people reviewing one project is exactly to avoid that. If there is one person who is giving everyone bad scores, then we'll take a median to avoid that. That's why we have three scores. Also, think of this as your opportunity to get feedback. People will write something saying, “Hey, I had problems running this.” It's good when somebody tries to actually run your project. So I don't have any answer here apart from that. Please have a bit more trust in people. I think they have good intentions.",Machine Learning Zoomcamp,2021,
717437,"What can I say? If you want to work as a machine learning engineer, you need to be able to set up environments. Practice makes perfect. You just need to train more and then eventually you will be able to do this.",Machine Learning Zoomcamp,2021,
951625,"Victoria
I don’t think you need to. I've been in Berlin for three years. I do speak German, but not for work. It will depend. If you go for a startup, of course, you're going to be safe. Just try to make sure to ask that before and all of that. It can happen to you that you end up in a team where there are a lot of Germans, in my experience, and then you will feel like you need to speak German in order to integrate. 
That's the thing I would recommend, though. This is outside of the learning part – if you live in Germany, try to learn German so you can actually integrate. At least in my case, I feel like it has helped me a lot to feel more in the country and be able to go to a doctor and or receive calls and stuff like that. I speak at least a bit of German, I don't speak super-fluidly. But it has been quite helpful. But not to work.
Alexey
Maybe it's also helpful to separate Berlin and the rest of Germany here. In Berlin, it's very international. In many companies in Berlin, if you go and start speaking German with people there, they will just look at you and say “Sorry, I don't understand you.” But if you do this in Munich or any other German city, they will speak to you in German. My German is quite bad. I’ve lived like five and a half or six, seven years (I lost count). It’s just been too long. Now I start feeling ashamed that I still don't speak German. [chuckles]
Victoria
Everything I said before, disclaimer – in Berlin. But it's true. You can even sometimes go to coffee shops and they reply to you in English because the person doesn't speak German, which is quite crazy for the German capital. 
Alexey
Most of the couriers who deliver things also don't speak German. I can hear that from the way they speak that they don't speak German. And that's good for me, because I don't speak it. [chuckles] We just switch to English.
Victoria
Yeah. And it's true that you can get everything in English. There was also one small part of the question “do you need a visa” and all that. It will depend. I have Italian citizenship so I don't need a visa, for example. But then every other country, I would say yes if it's not European.
Alexey
You don't need German for a visa. If you already have a work contract, then you just use this contract and that's enough to get the blue card visa. “Blue card” is a special program. But if you want to get a job seeker visa, then I think you need to show some level of proficiency in German. I don't remember if it’s A2 or B1 one? You don't need to spend a lot of learning to get to that level.
Victoria
For a job seeker as well? For someone like a data engineer? Because I think for IT, the requirements are less strict.
Alexey  
I think so. Maybe not anymore. Five years ago, I think it was a requirement to get at least A1 level.
Victoria
Not anymore. Because I know a lot of people there have job seeker one and they definitely don't speak German.
Alexey
Okay. Then ignore what they said and look it up.
Victoria
Yeah, definitely look it up. [chuckles] It also will depend on your country and if you have some kind of degree or something like that, then it may also change things.
Alexey
Right. For the Blue Card, you need to have a degree. Without a degree, you cannot get into this program. Check the internet.",Data Engineering Zoomcamp,2022,
878140,"Yes. You can submit them anywhere you want. Did I say 20 pt? I don't remember. But yeah, they do work. But it should be a good article. “Good” meaning, it's not you copy/pasting the code and nothing else. You actually need to explain what's going on there. Also, about the article – closer to the time when we will be working on the article, I will have some guidelines for that as well.",Machine Learning Zoomcamp,2021,
240572,"Yeah, indeed, that's the case. When you move your threshold, like when we looked at the precision recall curve. This is recall, this is precision. When our precision is high (this is a very high threshold) this could be 0.7 or 0.8. The precision is very high and recall is low. The distribution would be – a very tiny amount of customers will be predicted as default and the rest will be okay – no default. [image 4] Of course, again, use your best judgment. If for this model, it's really important to be precise but you don't care about identifying all defaulting or churning users, then you can set a higher threshold. But of course this changes the distribution.",Machine Learning Zoomcamp,2021,610225_qa2_ml_zoomcamp_office_hours__week_5_pic4.jpg
159178,"Ankush
We have all the operating systems among the four of us, I guess. I'm using Mac. I guess, Alexey, you're using Linux.
Alexey
I have Windows and Linux.
Ankush
As you can see, we all have different operating systems, so it's pretty open to all operating systems. But generally, I think the most supported ones would be Mac, Windows, and Linux. 
Victoria
We have a lot of things in the cloud anyways. A big part wouldn't even be dependent on the OS. That's also nice to know.
Sejal
There will be instructions available for any alternative OS you're using. For example, some part of the GCP setup may not work in a standardized fashion if you're using Windows, but Alexey has prepared some special instructions for that as well. There will be updated materials specific to the kind of OS you'd be using. But if possible restrict to the top three. [chuckles]
Alexey
Yeah, I decided to actually do this course on Windows and prepare all these materials on Windows, because for the previous course, most of the students had Windows and I had trouble trying to figure out why some things don't work there. That's why for this one, I decided to do it on Windows. This way I already know the answers to some of the questions why something doesn't work, hopefully.",Data Engineering Zoomcamp,2022,
744169,"Alexey
I think in the lectures we used five. Actually, in the next lecture – this week – we will cover classification. One of the lessons there is about one hot encoding. There we will see how to actually use all the values, not just top 10, or top 5.
Dmitry
I think the question is regarding what we discussed with you yesterday.
Alexey
Oh, okay. If you have a variable with 20 options, I think one hot encoding is still good. But let's say if you have a variable with 100 or 1000 options – what do you think, Dmitry? Is one hot encoding still a good option? 
Dmitry
Usually, if we're talking about a linear model, then no, it’s not. For sure. I mean, it can work out in the ensembles of the trees, for example, random forest. But if we were talking about linear models, it cannot be good in this situation and you can use, for example, label encoder. Basically, instead of creating n numbers of columns with, let's say, zero and one, you can use one column and specify the numbers there. So if you have, let's say, 1000 different values, that will be 1000 different numbers. This is how the label encoder works. 
Alexey
Well, I think you said that for linear models, it's… maybe I got confused. But I think for tree-based models, this way of encoding (label encoder is good) but for linears, it's not.
Dmitry
I think it also kind of depends on the curves of dimensionality or how big your feature set is in the end.",Machine Learning Zoomcamp,2021,
443865,"I don't think I'm the best person to do that. I'm a Docker user, not more. I don't know exactly how it works. I think it uses something like cgroups. I'm not sure – don't quote me on that. Perhaps if you just look up “How Docker works.” There are articles about this that can be found on Google. Basically, the short answer is – I don't know how it works internally, but I know how to use it.",Machine Learning Zoomcamp,2021,
157200,"I don't know much about different Flask modules. For machine learning, you probably don't need to know them. You just need to play around in Flask. Most of what you need as a machine learning engineer is in that course. There are not so many, but that should be sufficient, in my opinion. Maybe I'm wrong. I'm happy to talk about this and we can do this in Slack.",Machine Learning Zoomcamp,2021,
564293,"Yeah, we actually have some good tutorials on GitHub. If you use AWS, you can just follow them. The materials we have – deploying with AWS. If you don't use AWS, we have some articles from the community in the “Deployment tutorials” section. How to use PythonAnywhere, how to use Heroku – there are some tutorials here from the community that are quite good. Let's say if you want to use PythonAnywhere, from what I see from this instruction, it's relatively simple. And it's free. You can just start with that and use that. Other than just going ahead and using this, I don't have any other suggestions.",Machine Learning Zoomcamp,2021,
40420,"If two people want to work on the same dataset, but individually, please feel free. I imagine there is no way to control this. If you go to Kaggle and you both select the same competition, even if it’s just accidentally, it can happen. As long as it's not exactly the same code – as long as you don't copy from each other – that’s fine. Yeah, please don't copy your code.",Machine Learning Zoomcamp,2021,
298345,"Alexey
I think it's okay. If you have any particular problems, maybe ask in Slack. But if this is the first exposure for you to all these tools, it might be overwhelming. There is a lot of information and it's understandable that some things aren't clear. When I actually rewatch some of the videos I did, (when editing, for example) I realize “There is no way people will understand what I meant here.” It is fine that some things are unclear. But if you have a particular doubt, for a particular line that you don't understand, and you want to understand it, you can just ask on Slack. Anything you can do to supplement? I would just say to go with projects. Then, when you get stuck, Google, or ask for help and this is how you will learn and fully understand things.",Data Engineering Zoomcamp,2022,
545395,"Victoria
In the course, specifically, I think we cover Postgres mainly because it's easier and because many people couldn't set up a Google Cloud account. Then it's a nice alternative because at the end, you still have a database and you can query the data and you can load the data. 
You still get the concept and get to practice that. In real life, I've only seen it in smaller companies. Since it's also very easy to set up, it's an easy way to start. Locally, you'd have it probably in an instance or something like that, so there’s a little bit more of a setup. But I would say, at least from what I've seen, it would be under that scenario.
Alexey
I would add that Postgres was originally created and is still intended to be used as a transactional database, not as an analytical database, which means that this is for – let's say you have an ecommerce shop and you fill your basket with all your orders. It is for these kinds of queries, like a block or something like this – so when you have some transactions and then it has transactions, consistency, and all that. You would use different databases for analytical workloads, when you want to analyze a lot of data. 
Some of these databases are actually based on Postgres, for example, Redshift, or Greenplum. There are quite a few that are based on Postgres. You don't usually use (you can, but you usually don’t use) plain Postgres for these kinds of things. But for a local setup that we have right now, this is just the easiest way and it can work reasonably well up to quite a lot of databases – quite large databases. I don't think we will actually hit the performance bottleneck of Postgres in this course, because you need to have a lot of data to notice it.",Data Engineering Zoomcamp,2022,
736818,"For soft skills, resources, and career questions, I would recommend you actually go to the DataTalks.Club Slack. There is a channel called Career Questions. Go there and ask your questions there and use the Slido link for the course. This way we can separate the two and during these sessions I can talk about the course and not career, while in Slack, we can talk about careers.",Machine Learning Zoomcamp,2021,
685530,"Yes, I do. There is a script. I will not share it with you now. Maybe after the course finishes.",Machine Learning Zoomcamp,2021,
55591,"Alexey
One thing is that you should not use images unless you really know what you're doing. It probably shouldn't be a super small dataset. It should be more than one megabyte, ideally.
Victoria
Probably more than one file. In the taxis, we have up to four. At least two. I think also, it's important to understand that the course is more focused on the concepts and everything that they're going to use is more focused on building the pipeline and processing that data than the actual presentation. Maybe it's super cool to do an analysis on images, as you were saying before, but in reality, what you need to practice is more on processing that data. That's why it's easier to use something else.
Alexey
Maybe if you come across a dataset and you're not sure if it's a good dataset or not, just ask in Slack and we'll help. I think the list I gave is quite good. It's a good start. Then, of course, if we talk about Kaggle, there are tons of different datasets. Some of them contain images, some of them are tweets, for example. By the way, you can also use tweets. There is some structured information that you can extract from tweets, as well. Maybe this is actually good if, let's say, you want to practice streaming, because you can just get a stream of tweets coming from Twitter and then you can process them on the fly. I think this could also be a good project. Or sometimes you can also parse something. For example, there are websites, like eBay for selling and buying things. You can build a parser for getting the data. This thing could go every day, take the data, do something with this data (put this to CSV, for example) and then put this to a data warehouse or do something like this. But don't spend too much time on scraping. I think there are already scrapers available. Maybe if you just Google “eBay scraper,” you will find some code, so don't spend a lot of time on trying to build the scraper yourself.
Victoria
Also something like Twitter, as you suggested, and Instagram as well – they have APIs, which makes that part super easy. If you want something like that and you can find something that already has an API, then that's probably the easiest option. You can also get to practice that, which is also very good.",Data Engineering Zoomcamp,2022,
195145,"Alexey
We have 33 submissions. I think the decision to extend the deadline was a good one. Hopefully, by the end of this week, we will see a higher number. I understand that doing a project is much more difficult than just watching the course and following along. These 33 people – you probably put a lot of effort in, so thanks for doing that. I saw one person write that he put 100 hours already into the project. This is outstanding. Sorry for being so cruel with you. 100 hours is a lot.",Data Engineering Zoomcamp,2022,
857258,"Yes. When you run here [image 3], I always forget whether the first one is a host machine or container. Let me open the Docker file. [image 4] Here we specify the port on the container, in the Docker file. Then you need to map this port to your host machine and this is where you do this. This is where the port changes would be reflected. It's up to you to decide which port you want to use.",Machine Learning Zoomcamp,2021,"772791_qa4_ml_zoomcamp_office_hours__week_6_image_4.png,772791_qa4_ml_zoomcamp_office_hours__week_6_image_3.png"
119630,"It is not because it still uses the target information. When we fit our KNN, we take the entire dataset that we have and put it inside our model – and it contains labels. So it is supervised, because when we look up the price for a house, we see what houses are around and then we look at their prices. In this sense, this is supervised learning because we look at similar objects to make our decision on what the price should be.",Machine Learning Zoomcamp,2021,
560772,"Yes, use linear models. They’re usually quite good for large datasets – better than, let's say, tree-based models. Another tip is using this SGD classifier (stochastic gradient descent classifier) which is also for linear models. It is faster than the usual logistic regression because it can look at a part of data when training – it doesn't need to have the entire dataset in memory. For large datasets, you can use this or you can just go to Amazon and rent a bigger machine and just train XGBoost there. This will probably be better than trying to train a linear model on your computer. Also, you can do sampling. Let's say if you have a pretty large dataset, you can take a sample of 10,000 rows and it should work reasonably well. Again, it's case-dependent.",Machine Learning Zoomcamp,2021,
365812,"Alexey
We want to keep it two weeks in order to... if we give you more, then you can get too ambitious. Then you might decide, “Okay, I will use Pulsar. I will use Prefect. I will use Azure,” and you might go crazy with it all and it might not work out well. So we don't want you to be too ambitious. We want you to select something simple, and then have an end-to-end workflow – something that you can do in two weeks. That's why we purposely made it only two weeks and not more, because if we will give you more time... so, just come up with something simple.
Ankush
The idea is not to have a full-fledged production-ready system. Keep it simple, but also use all the technologies and see how the grades are being given, so you can then develop maybe a bit more sophisticated solution. But I think it should be reasonable in two weeks.
Alexey
Yeah. And, of course, if there are any problems, or if you're struggling with something, we have Slack. You can ask your questions there and people are very helpful in our Slack. Usually, when I check the channel, I see that most of the questions are already answered. This is really amazing. Thanks for your guys' help there. I'm pretty sure if you get stuck and if you ask a question there, people will help you, and we'll also try to help you, of course. So don't be afraid to ask for help and don't get too ambitious. Just try to do something simple. Keep it simple and you will do fine in two weeks.",Data Engineering Zoomcamp,2022,
505463,"Ankush
Absolutely. I think this course is meant to give you all the knowledge required to be on the job. We are going to talk about analytical engineering. We are going to talk about streaming. We're going to talk about Spark. Maybe not all of it will be useful for your job when you start it, but it will eventually be very important as you progress in your career. It will definitely help you land your first job and it will definitely also help you progress in your career if you are currently already an engineer.",Data Engineering Zoomcamp,2022,
782118,"Yes. It's very related to ridge regression. There is a mathematical proof that shows that it's exactly the same. It's a bit hairy. There are a lot of derivations that you need to go through to show that they are equivalent. But yeah, they're the same. Lasso is a bit different. I don't know if I should go into detail now. It's a different way of regularizing. One of the key features of lasso is that it forces some of the weights for your model to be zero. If a feature is not important, it makes it zero. But for ridge regression, it just makes it very small. In short, they are very related.",Machine Learning Zoomcamp,2021,
110700,"Alexey
For that, you probably haven't watched the one hour and twenty minute video, but spoiler – this question is covered there. I do not remember the exact time in the video. It’s somewhere at the beginning. Maybe you can skip around until you see it. You can take a quick look and then you don't have to watch the entire video. I know it's quite long and probably daunting when you see that the video is an hour and twenty minutes long. [chuckles] Sorry about that.
Sejal
I would just like to add to that – not specifically to execution_date, but in terms of the announcement on the best practices videos. Alexey and I just discussed that I think rather than creating a separate video for best practices, it would be best if we merge some things together. I prepared more of a text-based version with the time codes – Airflow/Postgres video that Alexey has prepared. 
These would provide reference links to what concepts Alexey has explained including [unintelligible] and also using Airflow configuration variables, such as execution dates, and also backfilling and so on and so forth. I'll be sharing that by today or tomorrow. Stay tuned for that.",Data Engineering Zoomcamp,2022,
564469,"When you deploy your model – let's say this model is deployed as a web service, meaning that if we have a phone (this is an old iPhone with a button) So you have some details about the listing of a car, like title, model, make and so on, and you want to predict what the price of a car, right? This phone sends a request to some web service and then the idea is that, eventually, this request ends up in a model. And that model replies. It gets all the information about the car, like model, make, age – all these things – and then it replies back with predictions, “this car costs that much”. This is what we recommend to the user. Let's say $50K. This model – we say that it's deployed to production, because the client can talk to this model (can communicate with this model) using a web service. And they, let's say, use HTTPS to communicate with this model. This is the deployment. [image for reference] 
Monitoring the quality means – let's say we deployed the model, and then one year after that, a car that one year ago cost $50K now probably costs $40K. Cars change, new cars appear, cars that were expensive some time ago become less expensive, maybe some cars become more expensive – so things change. This is what we need to be able to detect – these changes. This is what we call model monitoring. We need to see if things that we call changes in distributions or “drifts in distributions”. If these things change, we need to be able to detect it, and let's say, retrain a model. 
Scalability is – let's say, that now you don’t have just one phone, but you have millions of them. One simple web service cannot handle that much load. So what you need to do is deploy not just one instance of a web service, but let's say, 100. 100 together can deal with 1 million requests at the same time, but one single one cannot. This is what I mean by scalability. We can scale our web service, add more instances of our model there to be able to process all this traffic. Maintainability here means – let's say, there is a bug in this model and want to fix this bug. How easy is it for us to fix this bug? What do we need to do to debug the model? And so on. This is maintainability. How easy it is for us to move around the code base of this web service. Usually, if you follow best engineering practices, then it's easier. This is not something we will cover in this course. For that you probably need a course on software engineering practices. 
Actually, I talked about model monitoring, but there is also simple monitoring, like “How many requests per second is this model getting?” Things like this. For that, we also need to set up monitoring.",Machine Learning Zoomcamp,2021,539917_qa6_05.jpg
853241,"Alexey
Victoria, do you know any good streaming datasets? 
Victoria
I've only used Twitter. 
Alexey
I think you can get some data from stock exchanges in real time. But I don't know whether it's free or if you have to pay for this. Maybe there are some exchanges that can give you this data for free.
Victoria
Yeah, they are a few that give you the data for free, now that you mention it. I think there’s also one from the US that has sports news. I couldn't remember the name now, but they also have an API. That could also be a good streaming source. But it's news. It might have something structured, but…
Alexey
Yeah, I think if you just Google some public data streaming datasets, that could look promising. Coinbase, Twitter. Here’s a good list.",Data Engineering Zoomcamp,2022,
775298,"Victoria
Same as we've already said, you don't need to know everything. No one knows everything. There's a point. At the beginning, everything is a bit difficult. Everyone has a lot of problems with Docker and BigQuery and stuff like that. But you also get to a point where learning everything starts getting a bit easier. For me, for example, I worked several years with Microsoft SQL Server and then I changed jobs, and they used Redshift. I learned it very quickly because I knew the basics. Then we migrated to Snowflake and, again, it was very easy. The basics are always the same – a data warehouse is a data warehouse, SQL is SQL, Python is Python, and ETL processes are ETL processes. So don't focus that much on the tool. 
As long as you know one well and you understand the concept behind it and how everything works and things like that, you'll be able to work there. If you're able to integrate, again, if you know how to do an ETL process, for example, then you will also be okay to integrate, regardless of the tool that you'll use at the top. I also don't believe, or at least I wouldn't do it – if I were hiring someone and the person doesn't happen to know the exact data warehouse (for example, we use Snowflake) I won't ask very specific things for Snowflake. And if they do know Snowflake and they've been certified or whatever in Snowflake – that's a very big plus, but that's not something where I would reject someone because they don't have it. If you understand the data warehousing concepts, you're good. 
Alexey
Yeah, it's like any other technology. Let's say we use Airflow, but somebody hasn't used Airflow before, and they used Luigi instead, comes to us – it's not like we're going to reject them just because they didn't have experience with Airflow. These concepts, I think, are transferable. The same with cloud. Let's say somebody has experience with GCP, but we use AWS. Again, if the person has experience with cloud, it's enough because I think many things are transferable from one cloud to another. 
Of course, there are specifics – there are some particular things that are specific to each cloud, but most of the concepts are pretty transferable. Take any technology that we covered in the course, there are many alternatives. If you know one of these alternatives, you are good. Ideally, as long as you can build a data pipeline and you know all these concepts that we covered and you know at least one technology from all of these concepts, that's already quite good.",Data Engineering Zoomcamp,2022,
481851,"Yes, from time to time, I do use my software engineering skills. Mostly I now spend my day in meetings. I don't do a lot of hands-on work. A few years ago, I would just code all day long, but now I do a lot of meetings as well. These days, I don't leverage my past software engineering experience as much as I did before. But yeah, there are always cases. Let's say I need to deploy something. So this is very useful, because in my opinion, data science is still an engineering thing – you need to write a lot of code. Having a background in software engineering and in programming is very helpful.",Machine Learning Zoomcamp,2021,
171982,"Ankush
I just use QuickTime on my Mac, and then I use iMovie to edit it. That's why you don't see my face. [chuckles] But I like your tool more, actually. 
Alexey
What I use is called Loom. I can just press a button right now. And now you can see that it starts recording. Now, what I am saying is being recorded. Then I press another button and then it just creates this thing that I can share. That's really cool. This is very convenient. I really love this tool. 
Ankush
How do you edit it?
Alexey
There's a download button in Loom. I download it and I use Kdenlive. I actually finished editing a video for a different course – for ML Zoomcamp. There was one video that I kept putting off. So now it's done and I used Kdenlive. The KDE in the name comes from Linux, but it works surprisingly well on Windows as well. I use this on Linux and when I moved to Windows, it also works here. It actually works even better than on Linux. I find this surprising. Of course, it's free and open source.
Ankush
Oh, really? That's impressive.
Alexey
Loom is not free. It costs like $5 per month or something like this. I don't only use it for the courses, but for other things as well. There's a free tool.
Ankush
What other things?
Alexey
Well... for recording documentation, let's say. [chuckles]
Ankush
[chuckles] Oh, so you're recording documentation and putting it in OLX?
Alexey
Not for OLX. For DataTalks.Club. For documenting processes. The other tool I use for recording, which is also free, is OBS. There is a virtual camera, so you can start that and, for example, do that. Here I can use this to just start recording, and then it can capture the screen and then save it to a file. Victoria also uses OBS for recording videos.
Ankush
I think the best thing I like about Loom is that you have feedback, right? In the video, you are talking and you have a face there. 
Alexey
Yeah, the face. And it's cool that it's shareable immediately. So you can just record and then, “Okay, here's the homework solution.” And then the next day, after sleeping, I have to download, upload it to YouTube. So I don't need to do that. I can just share this file. Well, of course it's unedited. So then I can also edit this and then upload to YouTube, but it's shareable immediately. This is pretty cool. I don't know what Sejal used. Do you know what she uses for recording? I know that for a couple of videos we recorded in Zoom. We just had a call and recorded it, but I don't know what she used for other videos.",Data Engineering Zoomcamp,2022,
64848,"Ankush
Yes. Yes, you can. But I think this is a transfer service, right? So yes, you can. But the only question is that the data which we are using is on AWS. If you want to run and test around with some other data source, then feel free to do this. Also leave a comment, maybe, so we even know how it goes with Azure blob storage.",Data Engineering Zoomcamp,2022,
